transaction_id,order_date,customer_id,customer_name,country,product_id,product_category,quantity,price,payment_method,order_status
T295,2026-01-14,C285,Rick Mccormick,CA,P20,Home,4,226.95,Credit Card,Returned
T296,2026-01-10,C70,Scott Mclaughlin,US,P7,Clothing,3,88.47,Credit Card,Completed
T297,2026-04-21,C143,Cheyenne Edwards,FR,P94,Clothing,5,23.28,Debit Card,Completed
T298,2025-08-18,C244,Carlos Richmond,UK,P62,Books,4,487.13,Credit Card,Returned
T299,2026-02-06,C204,Hannah Garcia,CA,P84,Home,4,399.21,UPI,Completed
T300,2026-05-09,C205,Brittany Hill,FR,P192,Electronics,4,83.83,Credit Card,Completed
T301,2026-06-30,C209,Nicole Deleon,CA,P191,Home,1,216.22,PayPal,Cancelled
T302,2026-01-21,C22,Sydney Hoover,CA,P57,Books,5,193.03,Debit Card,Returned
T303,2026-01-28,C183,Alexa Moreno,IN,P107,Sports,3,177.68,Debit Card,Completed
T304,2025-11-09,C201,Stephanie Miranda,DE,P54,Books,5,386.08,UPI,Cancelled
T305,2026-01-02,C273,John Beard,DE,P126,Electronics,1,315.11,UPI,Cancelled
T306,2025-09-18,C179,Sarah Gregory,AU,P53,Books,3,200.91,Credit Card,Cancelled
T307,2026-05-13,C259,Kathryn Church,FR,P21,Electronics,3,392.7,UPI,Cancelled
T308,2025-10-06,C224,Joseph Garcia,CA,P183,Clothing,3,27.67,Credit Card,Completed
T309,2026-03-28,C74,Amy Jordan,US,P14,Home,1,188.63,Debit Card,Completed
T310,2026-03-03,C270,Cynthia Li,AU,P71,Books,2,409.96,Credit Card,Completed
T311,2025-10-22,C191,Jennifer Phillips,IN,P173,Books,4,457.42,Credit Card,Cancelled
T312,2026-04-23,C290,Heidi Maxwell,FR,P101,Sports,4,75.14,PayPal,Completed
T313,2025-11-23,C68,Benjamin Knight,CA,P51,Books,2,292.42,Debit Card,Completed
T314,2025-09-29,C284,Adrian Cooley,DE,P193,Clothing,5,428.4,Debit Card,Completed
T315,2025-09-29,C243,Morgan Oconnor,AU,P47,Clothing,1,115.42,UPI,Returned
T316,2026-02-11,C281,Cheryl Alvarado,FR,P118,Home,5,360.74,UPI,Completed
T317,2026-04-10,C20,Brett Brown,US,P69,Electronics,1,468.28,UPI,Cancelled
T318,2025-10-28,C101,Krystal Buckley,IN,P99,Electronics,1,480.06,Debit Card,Cancelled
T319,2026-02-06,C9,Gloria Edwards,UK,P96,Home,3,10.08,UPI,Returned
T320,2026-07-22,C115,Melissa Kirk,AU,P38,Sports,4,315.18,PayPal,Completed
T321,2025-11-30,C161,Manuel Hoover,DE,P114,Sports,5,11.39,Debit Card,Returned
T322,2026-07-24,C50,Ronald Smith,FR,P14,Electronics,3,109.69,Credit Card,Cancelled
T323,2025-11-06,C186,Leslie Brown,US,P112,Books,5,-19.035115965150336,Credit Card,Returned
T324,2025-12-20,C88,Steven Morse,UK,P34,Sports,3,109.64,PayPal,Returned
T325,2025-11-09,C19,Joseph Perez,UK,P176,Books,4,479.5,Credit Card,Returned
T326,2026-03-21,C135,Steven Gill,DE,P183,Sports,2,210.45,UPI,Completed
T327,2026-03-25,C289,Brandon Gonzalez,IN,P142,Electronics,4,279.15,PayPal,Returned
T328,2025-10-13,C101,Kimberly Caldwell,CA,P97,Sports,2,205.45,UPI,Completed
T329,2025-10-24,C219,David Adams,UK,P155,Electronics,3,18.47,Credit Card,Cancelled
T330,2025-09-19,C23,Steve Jones Jr.,IN,P33,Electronics,5,229.87,PayPal,Cancelled
T331,2025-12-30,C198,David Blankenship,IN,P69,Sports,4,104.9,Debit Card,Cancelled
T332,2025-10-15,C234,Adam Mcfarland,FR,P59,Electronics,1,425.91,PayPal,Completed
T333,2025-09-14,C211,Jessica Price,DE,P7,Clothing,2,76.32,Credit Card,Completed
T334,2026-02-12,C40,Alicia Hernandez,US,P146,Electronics,2,159.49,Credit Card,Returned
T335,2025-11-11,C67,Elizabeth Robertson,US,P195,Clothing,3,144.72,PayPal,Completed
T336,2026-06-09,C215,Kimberly Floyd,UK,P127,Books,2,48.06,Debit Card,Completed
T337,2026-04-01,C163,Christopher Lambert,DE,P97,Electronics,3,27.19,Debit Card,Cancelled
T338,2025-11-24,C71,Susan Jensen,DE,P102,Home,1,394.08,Credit Card,Completed
T339,2026-07-08,C257,Robert Rios,US,P2,Electronics,5,197.52,Credit Card,Returned
T340,2026-04-24,C247,William Frye,AU,P26,Books,3,26.43,PayPal,Cancelled
T341,2025-12-05,C9,Jordan Lopez,FR,P189,Sports,4,351.27,PayPal,Returned
T342,2025-11-20,C15,William Long,IN,P41,Sports,5,456.41,Debit Card,Completed
T343,2026-05-15,C18,Edgar Martinez,CA,P86,Electronics,4,23.12,Debit Card,Cancelled
T344,2026-02-20,C75,Sarah Summers,FR,P44,Sports,4,59.3,Credit Card,Completed
T345,2026-06-19,C156,Lindsey Johnson,CA,P29,Sports,5,476.88,PayPal,Returned
T346,2025-08-20,C105,Justin Bird,FR,P31,Sports,1,312.78,Debit Card,Completed
T347,2026-03-03,C57,William Ward,CA,P184,Electronics,3,395.75,Debit Card,Cancelled
T348,2025-09-19,C100,Brittany Orr,FR,P68,Home,1,294.37,PayPal,Completed
T349,2025-12-15,C116,Mark Hansen,IN,P92,Electronics,1,296.25,Credit Card,Cancelled
T350,2026-02-19,C136,Andre Harper,AU,P114,Home,1,233.42,Debit Card,Cancelled
T351,2026-01-24,C73,Raymond Davis,US,P133,Electronics,4,28.46,UPI,Returned
T352,2026-07-27,C81,Jose Barnes,US,P138,Sports,5,22.04,Debit Card,Cancelled
T353,2026-02-19,C17,Christina Smith,UK,P19,Clothing,3,78.16,UPI,Completed
T354,2026-01-24,C181,Kevin Martin,IN,P54,Clothing,5,440.36,PayPal,Returned
T355,2026-02-24,C114,Jake Harvey,US,P57,Books,4,251.21,PayPal,Cancelled
T356,2026-08-08,C19,Frank Smith,CA,P75,Sports,3,299.19,PayPal,Returned
T357,2025-08-21,C288,Amber Hill,IN,P115,Sports,1,80.36,PayPal,Cancelled
T358,2026-06-29,C246,Anna Bridges,CA,P129,Electronics,1,242.9,PayPal,Returned
T359,2026-07-16,C25,Alicia Banks,UK,P56,Home,3,461.63,Debit Card,Returned
T360,2026-07-17,C7,John Harrington,DE,P115,Sports,1,193.38,Debit Card,Returned
T361,2025-08-14,C37,Kimberly Griffith,AU,P35,Electronics,3,328.32,Debit Card,Cancelled
T362,2026-01-22,C27,Mr. Kevin Huff DVM,AU,P183,Home,1,415.72,Debit Card,Cancelled
T363,2026-07-08,C135,Brandy Hester,UK,P12,Sports,4,202.12,PayPal,Completed
T364,2025-12-23,C281,Michael Rogers,AU,P175,Electronics,4,251.34,UPI,Returned
T365,2025-10-10,C74,Emma Jackson,AU,P141,Sports,4,235.47,UPI,Completed
T366,2026-02-06,C6,Amber Ferguson,DE,P63,Electronics,5,58.89,Credit Card,Completed
T367,2026-07-12,C210,Michael Francis,AU,P9,Electronics,5,110.99,Credit Card,Returned
T368,2026-02-14,C177,Brian Ramirez,CA,P102,Books,1,452.63,Credit Card,Completed
T369,2026-06-04,C227,Kristin George,DE,P184,Sports,1,482.07,Debit Card,Returned
T370,2026-03-31,C235,Jason Hall,US,P169,Sports,2,493.93,UPI,Returned
T371,2025-10-01,C137,Benjamin Bray,CA,P41,Electronics,2,140.08,Debit Card,Completed
T372,2026-04-04,C1,Judith Rodgers,CA,P7,Home,2,255.17,UPI,Completed
T373,2025-09-05,C45,Jonathan Smith,UK,P41,Books,3,30.13,UPI,Cancelled
T374,2026-03-11,C23,Richard Johnson,IN,P99,Home,5,472.41,PayPal,Cancelled
T375,2025-10-30,C17,Jacqueline Marquez,UK,P148,Clothing,4,214.54,PayPal,Completed
T376,2026-08-01,C257,Jim Diaz,UK,P141,Sports,3,422.71,Debit Card,Returned
T377,2026-09-13 13:55:40.225395,C75,Charles Montgomery,UK,P162,Books,2,362.52,PayPal,Returned
T1,2025-12-28,C99,Austin Lopez,FR,P11,Electronics,3,296.89,UPI,Completed
T379,2026-09-13 13:55:40.227503,C89,Eric Robinson,US,P87,Books,2,389.2,PayPal,Cancelled
T380,2026-02-26,C119,Courtney Jones,IN,P55,Books,5,367.87,Debit Card,Completed
T381,2025-11-13,C211,Stephen Oconnell,CA,P152,Books,3,128.29,UPI,Returned
T382,2026-01-01,C79,James Williams,UK,P170,Books,3,369.1,Credit Card,Returned
T383,2026-03-08,C21,Daniel Suarez,DE,P96,Home,3,375.17,UPI,Completed
T1,2025-09-01,C133,Logan Wilson,DE,P185,Sports,5,242.09,Debit Card,Returned
T385,2025-11-27,C222,Holly Hayes,AU,P75,Sports,4,398.75,Credit Card,Cancelled
T386,2025-11-14,C29,Katrina Edwards,XYZ,P64,Books,2,189.15,UPI,Completed
T387,2026-09-13 13:55:40.225271,C205,John Moore,DE,P141,Books,2,187.57,UPI,Cancelled
T388,2026-05-05,C297,Jamie Walters,IN,P126,Clothing,1,228.25,UPI,Completed
T389,2026-06-23,C190,Edward Martin,CA,P28,Home,1,141.58,Debit Card,Completed
T390,2025-11-19,C289,Robert Meyer,IN,P172,Clothing,3,120.2,UPI,Cancelled
T391,2026-09-13 13:55:40.227694,C243,Dominic Harvey,CA,P126,Electronics,3,274.32,UPI,Returned
T392,2026-05-21,C272,William Rogers,IN,P163,Clothing,5,380.96,UPI,Completed
T393,2026-02-11,C288,Christine Koch,US,P122,Books,4,273.22,Debit Card,Returned
T394,2025-08-18,C184,Francisco Thomas,DE,P110,Clothing,2,432.69,UPI,Returned
T395,2025-09-30,C246,Larry Larson,IN,P36,Clothing,4,300.59,PayPal,Cancelled
T396,2026-04-17,C130,Kevin Lee,CA,P12,Electronics,4,236.78,Credit Card,Returned
T397,2026-02-23,C166,David Brady,IN,P144,Electronics,5,151.9,Debit Card,Cancelled
T398,2026-06-22,C112,Molly Higgins,US,P113,Books,3,371.75,UPI,Cancelled
T399,2026-01-04,C225,Jessica Foster,AU,P58,Home,2,348.8,Credit Card,Cancelled
T400,2025-09-15,C15,Nicole Lozano,CA,P188,Home,1,331.31,UPI,Completed
T401,2025-11-10,C108,Emily Patton,DE,P82,Home,4,258.4,Credit Card,Completed
T402,2026-07-09,C121,Abigail Powell,IN,P129,Sports,4,378.12,Credit Card,Completed
T403,2026-02-18,C214,Mr. John Sanders,UK,P25,Books,4,388.37,Credit Card,Completed
T404,2026-04-19,C265,Larry Palmer,UK,P124,Sports,4,357.12,PayPal,Cancelled
T405,2025-10-17,C234,Rebecca Watson,AU,P48,Sports,4,55.73,Debit Card,Cancelled
T406,2025-12-01,C205,Jason Keller,AU,P101,Clothing,-3,156.53,PayPal,Cancelled
T407,2026-08-03,C251,Stephanie Chapman,IN,P6,Electronics,5,425.74,Debit Card,Returned
T408,2026-07-24,C147,Jennifer Fernandez,AU,P112,Sports,2,457.0,UPI,Completed
T409,2025-09-09,C283,Brent Johnson,IN,P177,Home,5,252.35,Credit Card,Completed
T410,2025-11-06,C167,William Stevenson,DE,P195,Clothing,2,110.94,Debit Card,Completed
T411,2025-09-01,C295,Stephanie Davis,CA,P60,Sports,2,42.25,Debit Card,Cancelled
T412,2026-07-22,C39,Lisa Morgan,IN,P140,Sports,2,468.05,UPI,Completed
T413,2026-07-28,C209,Michael Hale,US,P62,Clothing,3,403.73,PayPal,Cancelled
T414,2026-09-13 13:55:40.226708,,Vickie Moore,CA,P142,Home,5,160.69,PayPal,Returned
T415,2026-07-17,C123,Matthew Morgan,US,P6,Sports,3,380.28,Credit Card,Cancelled
T416,2025-08-31,C16,Robert Stanley PhD,XYZ,P79,Home,5,396.37,Debit Card,Cancelled
T417,2026-07-03,C153,Alejandro Leonard,US,P98,Home,4,44.57,Debit Card,Cancelled
T418,2026-06-22,C130,Jennifer Williams,US,P8,Sports,4,37.43,UPI,Completed
T419,2025-08-16,C102,Samantha Delgado,IN,P174,Home,5,59.32,UPI,Returned
T420,2026-05-23,C214,Sara Miller,UK,P163,Clothing,4,322.21,PayPal,Completed
T421,2025-10-24,C196,Dr. Julian Dillon,UK,P109,Home,3,35.96,Debit Card,Returned
T422,2026-06-09,C16,Audrey Palmer,DE,P149,Books,1,39.96,UPI,Completed
T423,2026-03-06,C201,Dana Hill,UK,P116,Clothing,4,347.1,Credit Card,Returned
T424,2026-02-10,C146,Brandy Townsend,UK,P3,Sports,5,21.34,PayPal,Completed
T425,2025-09-08,C187,Pamela Robinson,AU,P156,Clothing,2,498.01,UPI,Returned
T426,2026-03-16,C171,Johnny Young,AU,P109,Books,1,138.35,Debit Card,Cancelled
T427,2025-11-09,C44,Leonard Murphy,US,P58,Clothing,3,156.84,UPI,Completed
T428,2026-06-03,C126,Alexandra Webster,DE,P124,Home,1,419.83,Credit Card,Returned
T429,2026-04-20,C9,Michelle Schmitt,CA,P43,Electronics,4,25.5,Credit Card,Completed
T430,2026-06-06,C11,Christopher Hall,FR,P180,Sports,1,45.39,Credit Card,Completed
T431,2026-06-05,C60,Diane Shaffer,XYZ,P161,Sports,2,357.29,PayPal,Cancelled
T432,2026-06-29,C92,Rachel Shaw,IN,P79,Books,2,322.65,Credit Card,Returned
T433,2025-10-24,C182,Joseph Cain,UK,P141,Home,1,257.03,Credit Card,Cancelled
T434,2025-11-20,C87,Kristen Moon,DE,P97,Clothing,1,335.78,PayPal,Returned
T435,2025-10-09,C210,Matthew Hanna DDS,FR,P81,Electronics,5,105.93,UPI,Returned
T436,2025-10-19,C286,Kelly King,CA,P4,Books,4,183.55,PayPal,Completed
T437,2025-12-25,C143,Laura Lara,AU,P90,Electronics,3,343.45,UPI,Completed
T438,2026-02-01,C147,Barry Martin,CA,P140,Sports,3,329.91,UPI,Cancelled
T439,2025-10-02,C138,Angela Davidson,US,P68,Books,3,409.64,Credit Card,Completed
T440,2025-12-20,C154,Stephen Carter,AU,P83,Books,3,419.13,PayPal,Completed
T441,2025-08-28,C89,Benjamin Gray,IN,P166,Books,4,332.94,Debit Card,Completed
T442,2026-04-01,C49,Joyce Jackson,US,P150,Clothing,5,19.24,Debit Card,Cancelled
T443,2025-12-15,C117,Amber Townsend,IN,P100,Clothing,1,464.88,Debit Card,Cancelled
T444,2025-08-21,C144,Charles Thompson,UK,P183,Books,3,167.17,UPI,Cancelled
T445,2026-03-25,C2,Melissa Robinson,CA,P73,Sports,2,390.75,PayPal,Completed
T446,2026-06-02,C272,Jared Price,US,P88,Clothing,3,172.98,UPI,Cancelled
T447,2025-09-23,C46,Mr. Kevin French,US,P87,Clothing,5,310.35,PayPal,Cancelled
T448,2026-05-07,C134,Melissa Valdez,AU,P148,Home,4,213.56,Credit Card,Cancelled
T449,2025-11-29,C146,Mary Miller,CA,P76,Electronics,5,110.65,Credit Card,Cancelled
T450,2026-01-02,C20,Thomas Willis,AU,P61,Electronics,4,169.85,UPI,Returned
T451,2026-04-14,C101,Timothy Summers,AU,P143,Sports,2,428.26,Credit Card,Cancelled
T452,2026-06-06,C288,Paul Henderson,IN,P85,Books,4,208.42,PayPal,Completed
T453,2026-04-10,C8,April Gallagher,IN,P116,Clothing,5,37.76,UPI,Cancelled
T454,2026-02-28,C141,Joseph Gilbert,US,P10,Sports,5,377.3,Credit Card,Completed
T455,2026-06-26,C133,Dr. Jennifer Washington,FR,P160,Home,5,-26.519392840887537,UPI,Cancelled
T456,2026-06-21,C217,Leah Lynch,FR,P31,Sports,4,327.83,Credit Card,Completed
T457,2026-01-17,C206,Jessica Osborne,AU,P84,Electronics,3,330.36,Credit Card,Returned
T458,2025-09-29,C41,Christopher Solis,AU,P193,Home,5,156.44,Debit Card,Cancelled
T459,2025-10-26,C158,Alexander Taylor,FR,P127,Electronics,4,242.39,UPI,Returned
T460,2025-12-24,C150,Jonathan Silva,AU,P176,Home,-1,443.47,UPI,Cancelled
T461,2025-11-25,C51,Kathleen Doyle,US,P82,Electronics,5,464.43,Credit Card,Returned
T462,2026-03-20,C114,Kevin Oconnor,US,P8,Home,1,399.85,Debit Card,Completed
T463,2025-10-19,C188,Sarah Rhodes,AU,P136,Electronics,5,116.09,Credit Card,Cancelled
T464,2026-01-24,C116,Chelsea Anderson,AU,P90,Books,3,196.47,Debit Card,Returned
T465,2025-09-06,C257,Mia Murray,UK,P70,Sports,1,299.02,PayPal,Cancelled
T466,2025-08-31,C189,Rebekah Hill,US,P35,Electronics,5,83.64,UPI,Cancelled
T467,2026-03-28,C197,Pamela Duncan,CA,P92,Home,5,45.44,PayPal,Completed
T468,2026-04-17,C233,Meagan Paul,UK,P45,Books,1,287.02,Debit Card,Cancelled
T469,2026-06-01,C247,Jonathan James,CA,P181,Home,5,283.84,Debit Card,Cancelled
T470,2025-10-13,C14,Erin Brown,US,P194,Sports,1,334.18,Credit Card,Cancelled
T471,2025-11-23,C288,Elizabeth Norris,AU,P189,Electronics,5,174.53,UPI,Returned
T472,2026-04-25,C22,Michael Simmons,AU,P24,Electronics,5,373.07,Debit Card,Returned
T473,2026-08-12,C156,Joseph Davis DVM,CA,P51,Clothing,4,369.08,Debit Card,Completed
T474,2025-08-25,C263,Rhonda Henry,US,P81,Clothing,4,374.77,PayPal,Completed
T475,2025-10-22,C42,Nina Johnson,FR,P58,Electronics,4,340.11,Credit Card,Cancelled
T476,2026-04-03,C253,Daniel Martin,DE,P18,Books,4,314.38,UPI,Returned
T477,2025-10-18,C24,Spencer Campbell,AU,P130,Home,3,314.75,Debit Card,Completed
T478,2026-01-04,C238,Savannah Mccoy,IN,P112,Home,4,347.18,Debit Card,Completed
T479,2025-10-13,C20,Debra Johnson,IN,P11,Books,3,11.74,Credit Card,Returned
T480,2025-10-22,C218,Clayton Smith,IN,P153,Sports,1,131.69,PayPal,Returned
T481,2026-01-24,C208,Dennis Combs,DE,P156,Electronics,3,142.79,PayPal,Cancelled
T482,2025-12-04,C293,Lisa Knox,AU,P103,Electronics,4,435.97,UPI,Completed
T483,2026-01-22,C232,Guy Smith,CA,P112,Books,5,55.22,Credit Card,Returned
T484,2025-11-29,C15,Miss Alyssa Myers,FR,P37,Clothing,1,477.48,UPI,Completed
T485,2025-11-25,C264,Victor Wilson,US,P105,Electronics,1,297.97,UPI,Completed
T486,2026-04-21,C173,Kim Pope,AU,P61,Electronics,2,472.05,UPI,Completed
T487,2026-07-09,C49,Michael Castillo,FR,P180,Home,3,307.65,Debit Card,Cancelled
T488,2026-06-08,C67,John Johnson,DE,P83,Sports,2,77.05,Credit Card,Cancelled
T489,2026-06-16,C219,David Powell,US,P151,Sports,5,205.77,Credit Card,Cancelled
T490,2025-10-07,C175,Robert Chan,CA,P163,Clothing,4,449.8,Credit Card,Completed
T491,2025-10-30,C101,Courtney Rodriguez,DE,P108,Sports,1,241.34,Debit Card,Returned
T492,2026-05-03,C233,Nicole Williams,IN,P111,Clothing,4,465.04,PayPal,Cancelled
T493,2026-01-29,C103,Cynthia Berry,UK,P94,Home,4,416.49,PayPal,Cancelled
T494,2025-11-21,C115,Christine Calhoun,AU,P194,Books,3,486.18,Credit Card,Completed
T495,2025-12-01,C284,Rebecca Lynch,CA,P116,Clothing,5,224.79,Debit Card,Returned
T496,2026-02-17,C43,Malik Martin,FR,P80,Sports,3,271.9,Debit Card,Cancelled
T497,2026-02-08,C243,Jennifer Garcia,US,P130,Sports,3,422.64,Debit Card,Returned
T498,2026-06-21,C173,James Rodriguez,FR,P62,Sports,5,243.85,Credit Card,Completed
T1,2025-09-24,C20,Katherine Campbell MD,DE,P21,Sports,1,279.33,UPI,Returned
T500,2026-06-10,C57,Denise Taylor,US,P192,Home,2,64.48,UPI,Returned
T501,2025-10-12,C212,Kristen Miller,DE,P178,Clothing,5,130.66,Debit Card,Returned
T502,2025-12-13,C245,Tracy Hodge,IN,P131,Clothing,5,299.05,UPI,Completed
T503,2026-05-24,C47,Kristin Krause,FR,P35,Electronics,2,473.7,PayPal,Returned
T504,2025-08-21,C162,Ronald Dodson,DE,P11,Electronics,4,492.83,UPI,Cancelled
T505,2026-06-18,C284,Mark Salazar,DE,P13,Books,5,292.48,Credit Card,Completed
T506,2025-10-27,C200,Tricia Stewart,US,P80,Books,5,100.22,UPI,Completed
T507,2025-10-16,C156,Jacqueline Harvey,AU,P20,Books,4,100.04,Debit Card,Returned
T508,2026-07-16,C240,David Smith,CA,P80,Books,4,153.25,Credit Card,Completed
T509,2026-02-25,C187,Audrey Watkins,DE,P184,Clothing,3,490.68,Credit Card,Completed
T510,2025-11-30,C110,Brett Adams,CA,P81,Electronics,2,334.72,Debit Card,Cancelled
T511,2026-07-23,C20,Kristen Johnson,CA,P150,Clothing,4,85.49,Debit Card,Returned
T512,2025-12-19,C226,Danielle Owens,AU,P145,Clothing,2,312.24,Credit Card,Completed
T513,2026-06-15,,Olivia Miller,UK,P5,Home,1,460.37,Credit Card,Returned
T514,2026-05-01,C221,Melissa Mitchell,UK,P196,Home,5,480.74,Debit Card,Completed
T515,2026-06-10,C37,Nicholas Petersen,US,P149,Home,2,468.11,UPI,Cancelled
T516,2026-04-23,C166,Melissa Ford,UK,P122,Electronics,2,270.01,Credit Card,Returned
T517,2026-07-06,C3,Nicole Hansen,AU,P49,Home,2,65.7,Credit Card,Completed
T518,2025-11-30,C254,Scott Morales,US,P177,Books,3,313.64,Debit Card,Returned
T519,2025-12-19,,Robert Cameron,IN,P77,Clothing,5,145.59,Debit Card,Cancelled
T520,2026-04-23,C135,Hayley Miller,DE,P48,Sports,4,131.07,PayPal,Cancelled
T521,2025-12-15,C235,Sarah Guerrero,AU,P189,Electronics,2,399.86,Debit Card,Cancelled
T522,2026-04-04,C178,Heather Villanueva,UK,P154,Home,2,440.62,UPI,Cancelled
T523,2026-01-22,C7,Kurt James,UK,P68,Sports,4,19.25,Debit Card,Completed
T524,2026-05-08,C8,Jennifer Mejia,DE,P142,Clothing,1,95.61,UPI,Completed
T525,2026-05-27,C24,Laurie Bailey,UK,P78,Electronics,1,253.07,PayPal,Completed
T526,2026-05-09,,Derek Mcbride,DE,P152,Home,3,146.76,Credit Card,Cancelled
T527,2026-03-16,C223,Alan Oconnor,IN,P14,Sports,1,497.02,Debit Card,Returned
T528,2025-12-22,C223,Michael Barker,FR,P90,Electronics,4,41.15,UPI,Returned
T529,2025-09-21,C290,Julia Reeves,FR,P54,Clothing,1,76.11,Credit Card,Completed
T530,2025-08-23,C235,Brian Williams,FR,P46,Electronics,1,241.89,Debit Card,Completed
T531,2026-05-10,C59,John Peterson,FR,P195,Clothing,5,329.8,Debit Card,Returned
T532,2025-12-18,C123,Brenda Baker,DE,P179,Sports,1,266.13,Debit Card,Returned
T533,2025-11-21,C104,Kevin Li,FR,P146,Books,2,302.19,PayPal,Completed
T534,2026-07-09,C167,Emma Sanchez,FR,P138,Electronics,1,23.63,UPI,Cancelled
T535,2026-04-18,C183,Leslie Brown,XYZ,P51,Home,4,111.03,Debit Card,Returned
T536,2025-09-26,C61,Earl Barton,DE,P80,Electronics,5,401.87,UPI,Completed
T537,2026-04-07,C186,Barbara Garrett,IN,P131,Sports,2,398.99,Debit Card,Returned
T538,2026-05-21,C78,David Rodriguez,US,P159,Home,1,398.11,Debit Card,Returned
T539,2026-06-26,C52,Melissa White,AU,P134,Sports,5,98.59,Debit Card,Completed
T540,2026-05-27,C85,Allison Thomas,UK,P123,Clothing,5,229.92,Credit Card,Cancelled
T541,2026-08-02,C213,Anthony Wilson,IN,P14,Books,2,436.23,Debit Card,Cancelled
T542,2026-01-08,C93,Carlos Perry,FR,P186,Clothing,1,317.75,Credit Card,Returned
T543,2026-05-31,C178,Cindy Bowman,IN,P162,Clothing,2,265.06,UPI,Returned
T544,2025-11-30,C51,Brad Berg,UK,P4,Books,2,105.85,Debit Card,Returned
T545,2026-03-20,C247,Bryan Ramirez,AU,P200,Books,4,297.0,UPI,Cancelled
T546,2026-07-30,C217,Mikayla Richardson,UK,P80,Sports,1,396.75,Credit Card,Completed
T547,2025-12-13,C193,April Herman,CA,P137,Home,3,490.44,UPI,Completed
T548,2026-06-04,C105,Adrian Graves,FR,P167,Clothing,2,451.42,UPI,Completed
T549,2025-10-20,C93,Lori Hebert,XYZ,P193,Clothing,5,471.84,PayPal,Completed
T550,2026-05-03,C208,Shawn Martinez,IN,P56,Books,2,210.35,PayPal,Completed
T551,2026-08-10,C132,Andrew Cook,IN,P101,Books,3,346.1,UPI,Completed
T552,2025-12-04,C125,Suzanne Henderson,AU,P192,Clothing,5,29.27,PayPal,Returned
T553,2025-10-30,C20,Michael Scott,CA,P176,Electronics,3,364.17,Debit Card,Completed
T554,2025-09-27,C91,Michael Smith,UK,P29,Sports,3,329.71,Debit Card,Completed
T555,2025-09-30,C33,Charles Davis,AU,P58,Home,1,111.33,Credit Card,Cancelled
T556,2026-01-08,C151,Mr. John Stuart,DE,P142,Clothing,5,29.39,Credit Card,Returned
T557,2025-12-20,C251,Christy Cruz,AU,P45,Sports,-2,413.79,PayPal,Returned
T558,2026-03-03,C249,Ms. Debra Gonzales,UK,P22,Electronics,4,198.95,PayPal,Cancelled
T559,2026-07-10,C226,Linda Crawford,AU,P166,Home,1,344.35,UPI,Completed
T560,2025-10-15,C293,Ashley Wallace,IN,P179,Electronics,2,73.7,UPI,Completed
T561,2026-02-11,C297,Cheyenne Young,AU,P81,Electronics,4,319.13,Credit Card,Completed
T562,2025-08-31,C208,Jay Smith,UK,P90,Clothing,3,350.42,Debit Card,Cancelled
T563,2026-04-08,C84,Sherri Gonzales,IN,P76,Sports,1,132.6,Debit Card,Returned
T564,2025-11-06,C46,Jennifer Gray,UK,P127,Electronics,4,323.69,Debit Card,Completed
T565,2026-06-06,C19,Jeffrey Lambert,IN,P53,Books,5,470.91,PayPal,Returned
T566,2025-12-04,C173,Donald Wright,CA,P135,Books,1,414.44,Debit Card,Cancelled
T567,2026-07-05,C258,Holly Stewart,US,P153,Home,1,464.46,Debit Card,Returned
T568,2026-04-26,C37,Kimberly Patel,AU,P194,Books,5,130.86,Credit Card,Returned
T569,2026-05-04,C83,Lisa Stephens,FR,P65,Electronics,4,198.86,UPI,Completed
T570,2025-11-13,C300,Shelby Sanchez,UK,P190,Sports,4,360.7,Credit Card,Completed
T571,2026-04-29,C90,Timothy Strickland,US,P157,Clothing,1,140.96,UPI,Returned
T572,2026-06-24,C241,Joseph Anderson,UK,P183,Sports,4,392.15,Debit Card,Completed
T573,2026-07-02,C229,Dawn Austin,FR,P95,Electronics,4,395.41,Credit Card,Returned
T574,2026-06-21,C75,Amy Garcia,UK,P171,Clothing,3,156.7,UPI,Completed
T575,2026-01-18,C222,Keith Powell,DE,P197,Home,4,404.78,Credit Card,Completed
T576,2026-07-01,C130,Maria Fuller,AU,P154,Sports,1,32.73,UPI,Cancelled
T577,2026-02-05,C126,Christopher Stark,AU,P111,Electronics,1,438.41,UPI,Cancelled
T578,2025-10-23,C172,Kevin Webster,FR,P36,Sports,3,284.33,Debit Card,Completed
T579,2026-04-11,C283,Monique Robinson,CA,P63,Sports,5,68.1,PayPal,Returned
T580,2026-03-15,C207,Stephanie Brown,CA,P19,Books,5,160.87,Debit Card,Cancelled
T581,2026-03-12,C191,Stephen Miller,IN,P5,Books,-2,63.74,PayPal,Cancelled
T582,2026-01-21,C14,Brooke Jennings MD,CA,P166,Books,2,205.74,PayPal,Returned
T583,2025-09-11,C155,John Harris,US,P13,Clothing,1,18.6,Credit Card,Cancelled
T584,2026-07-21,C121,Michael Schroeder,UK,P35,Electronics,5,112.22,UPI,Completed
T585,2026-04-14,C65,Christopher Ryan,US,P76,Electronics,5,290.2,Debit Card,Cancelled
T586,2025-11-16,C35,Brandy Hoover,XYZ,P197,Home,4,362.87,UPI,Cancelled
T587,2025-08-29,C287,Alan Baker,US,P12,Home,3,17.52,Debit Card,Completed
T588,2026-03-17,C44,Doris Clark,DE,P115,Books,4,476.34,PayPal,Completed
